Flow_ID,Protocol,Packet_Size,Time_Diff,Timestamp,App_Label
582,TCP,94,0.0,1740741603.499412,chrome
582,TCP,125,0.0003058910369873047,1740741603.499718,chrome
582,TCP,94,0.0038039684295654297,1740741603.503522,chrome
582,TCP,86,2.7179718017578125e-05,1740741603.503549,chrome
582,TCP,1434,0.00026988983154296875,1740741603.503819,chrome
582,TCP,463,3.0994415283203125e-06,1740741603.503822,chrome
582,TCP,98,0.003715991973876953,1740741603.507538,chrome
582,TCP,86,0.0,1740741603.507538,chrome
582,TCP,86,0.0,1740741603.507538,chrome
582,TCP,6126,0.05249190330505371,1740741603.56003,chrome
582,TCP,86,2.9087066650390625e-05,1740741603.560059,chrome
582,TCP,1718,5.2928924560546875e-05,1740741603.560112,chrome
582,TCP,86,5.9604644775390625e-06,1740741603.560118,chrome
582,TCP,150,0.0009560585021972656,1740741603.561074,chrome
582,TCP,178,0.00015687942504882812,1740741603.561231,chrome
582,TCP,851,0.00013399124145507812,1740741603.561365,chrome
582,TCP,465,5.7220458984375e-05,1740741603.561422,chrome
582,TCP,86,0.0035228729248046875,1740741603.564945,chrome
582,TCP,86,0.0,1740741603.564945,chrome
582,TCP,86,0.0,1740741603.564945,chrome
582,TCP,86,0.0,1740741603.564945,chrome
582,TCP,702,0.0004429817199707031,1740741603.565388,chrome
582,TCP,117,6.794929504394531e-05,1740741603.565456,chrome
582,TCP,117,0.0005710124969482422,1740741603.566027,chrome
582,TCP,86,0.007245063781738281,1740741603.573272,chrome
582,TCP,86,0.034754037857055664,1740741603.608026,chrome
582,TCP,761,0.017674922943115234,1740741603.625701,chrome
582,TCP,393,0.0,1740741603.625701,chrome
582,TCP,86,2.4080276489257812e-05,1740741603.625725,chrome
582,TCP,86,4.887580871582031e-05,1740741603.625774,chrome
582,TCP,117,0.0015361309051513672,1740741603.62731,chrome
582,TCP,86,6.9141387939453125e-06,1740741603.627317,chrome
582,TCP,125,5.602836608886719e-05,1740741603.627373,chrome
582,TCP,86,4.0531158447265625e-06,1740741603.627377,chrome
582,TCP,125,0.0028798580169677734,1740741603.630257,chrome
582,TCP,86,0.0033822059631347656,1740741603.633639,chrome
582,,60,0.19129300117492676,1740741603.824932,chrome
582,,60,0.2143089771270752,1740741604.039241,chrome
277,UDP,92,0.15038490295410156,1740741604.189626,chrome
293,UDP,92,0.0001380443572998047,1740741604.189764,chrome
138,UDP,92,9.894371032714844e-05,1740741604.189863,chrome
544,UDP,120,0.004400968551635742,1740741604.194264,chrome
560,UDP,108,0.00020313262939453125,1740741604.194467,chrome
405,UDP,149,0.0010218620300292969,1740741604.195489,chrome
582,TCP,94,0.00020313262939453125,1740741604.195692,chrome
582,TCP,94,0.0037348270416259766,1740741604.199427,chrome
582,TCP,86,3.814697265625e-05,1740741604.199465,chrome
582,TCP,1434,0.0005559921264648438,1740741604.200021,chrome
582,TCP,469,2.86102294921875e-06,1740741604.200024,chrome
582,TCP,98,0.0033800601959228516,1740741604.203404,chrome
582,TCP,86,0.0,1740741604.203404,chrome
582,TCP,5837,0.05175209045410156,1740741604.255156,chrome
582,TCP,86,2.193450927734375e-05,1740741604.255178,chrome
582,TCP,160,0.0061070919036865234,1740741604.261285,chrome
582,TCP,178,0.00017905235290527344,1740741604.261464,chrome
582,TCP,573,0.00012683868408203125,1740741604.261591,chrome
582,TCP,1212,5.793571472167969e-05,1740741604.261649,chrome
582,TCP,86,0.00209808349609375,1740741604.263747,chrome
582,TCP,86,0.0,1740741604.263747,chrome
582,TCP,1058,0.0005729198455810547,1740741604.26432,chrome
582,TCP,117,7.915496826171875e-05,1740741604.264399,chrome
582,TCP,86,0.00024199485778808594,1740741604.264641,chrome
582,TCP,117,0.0011370182037353516,1740741604.265778,chrome
582,TCP,86,0.005411863327026367,1740741604.27119,chrome
582,TCP,86,0.024605989456176758,1740741604.295796,chrome
582,TCP,86,0.00011301040649414062,1740741604.295909,chrome
582,TCP,86,7.295608520507812e-05,1740741604.295982,chrome
582,TCP,86,0.0002460479736328125,1740741604.296228,chrome
582,TCP,86,0.00011897087097167969,1740741604.296347,chrome
582,TCP,86,0.003161191940307617,1740741604.299508,chrome
582,TCP,86,1.2874603271484375e-05,1740741604.299521,chrome
582,TCP,86,0.0012750625610351562,1740741604.300796,chrome
582,TCP,86,0.0,1740741604.300796,chrome
582,TCP,86,9.059906005859375e-06,1740741604.300805,chrome
582,TCP,86,4.100799560546875e-05,1740741604.300846,chrome
582,TCP,86,0.00035691261291503906,1740741604.301203,chrome
582,TCP,86,6.9141387939453125e-06,1740741604.30121,chrome
582,TCP,86,0.00580906867980957,1740741604.307019,chrome
582,TCP,803,0.01894092559814453,1740741604.32596,chrome
582,TCP,86,1.71661376953125e-05,1740741604.325977,chrome
582,TCP,436,0.0005178451538085938,1740741604.326495,chrome
582,TCP,117,0.0,1740741604.326495,chrome
582,TCP,86,8.106231689453125e-06,1740741604.326503,chrome
582,TCP,86,3.2901763916015625e-05,1740741604.326536,chrome
582,TCP,125,0.00010704994201660156,1740741604.326643,chrome
582,TCP,86,4.0531158447265625e-06,1740741604.326647,chrome
582,TCP,86,0.012320995330810547,1740741604.338968,chrome
582,TCP,86,0.0037958621978759766,1740741604.342764,chrome
582,TCP,86,1.71661376953125e-05,1740741604.342781,chrome
582,TCP,86,0.29430294036865234,1740741604.637084,chrome
582,TCP,86,2.193450927734375e-05,1740741604.637106,chrome
27,TCP,164,0.12229514122009277,1740741604.759401,chrome
26,TCP,164,0.0,1740741604.759401,chrome
31,TCP,164,0.010206937789916992,1740741604.769608,chrome
30,TCP,164,0.0005080699920654297,1740741604.770116,chrome
29,TCP,164,0.019694805145263672,1740741604.789811,chrome
316,TCP,164,0.0007450580596923828,1740741604.790556,chrome
26,TCP,60,0.030714035034179688,1740741604.82127,chrome
27,TCP,60,0.0,1740741604.82127,chrome
582,,60,0.00024509429931640625,1740741604.821515,chrome
29,TCP,60,0.01466989517211914,1740741604.836185,chrome
582,,60,0.288067102432251,1740741605.124252,chrome
582,TCP,94,0.08977293968200684,1740741605.214025,chrome
582,TCP,94,0.004683017730712891,1740741605.218708,chrome
582,TCP,86,3.3855438232421875e-05,1740741605.218742,chrome
582,TCP,1434,0.001293182373046875,1740741605.220035,chrome
582,TCP,1009,3.814697265625e-06,1740741605.220039,chrome
582,TCP,98,0.0036690235137939453,1740741605.223708,chrome
582,TCP,86,0.0,1740741605.223708,chrome
582,TCP,1578,0.052175045013427734,1740741605.275883,chrome
582,TCP,86,1.811981201171875e-05,1740741605.275901,chrome
582,TCP,160,0.0020318031311035156,1740741605.277933,chrome
582,TCP,178,0.00015115737915039062,1740741605.278084,chrome
582,TCP,758,0.0001480579376220703,1740741605.278232,chrome
582,TCP,244,7.486343383789062e-05,1740741605.278307,chrome
582,TCP,86,0.00292205810546875,1740741605.281229,chrome
582,TCP,86,0.0,1740741605.281229,chrome
582,TCP,86,0.0,1740741605.281229,chrome
582,TCP,86,0.0,1740741605.281229,chrome
582,TCP,1102,0.0003268718719482422,1740741605.281556,chrome
582,TCP,117,0.0006492137908935547,1740741605.282205,chrome
582,TCP,117,9.489059448242188e-05,1740741605.2823,chrome
582,TCP,86,0.008008003234863281,1740741605.290308,chrome
582,TCP,86,0.0329289436340332,1740741605.323237,chrome
315,TCP,168,0.011846065521240234,1740741605.335083,chrome
28,TCP,164,0.0002911090850830078,1740741605.335374,chrome
315,TCP,60,0.042099952697753906,1740741605.377474,chrome
582,TCP,884,0.004214048385620117,1740741605.381688,chrome
582,TCP,1294,0.0,1740741605.381688,chrome
582,TCP,1294,0.0,1740741605.381688,chrome
582,TCP,1294,0.0,1740741605.381688,chrome
582,TCP,666,0.0,1740741605.381688,chrome
582,TCP,178,0.0,1740741605.381688,chrome
582,TCP,327,0.0,1740741605.381688,chrome
582,TCP,1294,0.0,1740741605.381688,chrome
582,TCP,86,2.8848648071289062e-05,1740741605.381717,chrome
582,TCP,86,4.506111145019531e-05,1740741605.381762,chrome
582,TCP,86,3.1948089599609375e-05,1740741605.381794,chrome
582,TCP,1294,4.1961669921875e-05,1740741605.381836,chrome
582,TCP,86,4.0531158447265625e-06,1740741605.38184,chrome
582,TCP,1294,0.00014591217041015625,1740741605.381986,chrome
582,TCP,677,0.0,1740741605.381986,chrome
582,TCP,86,5.0067901611328125e-06,1740741605.381991,chrome
582,TCP,86,4.315376281738281e-05,1740741605.382034,chrome
582,TCP,178,3.504753112792969e-05,1740741605.382069,chrome
582,TCP,86,2.86102294921875e-06,1740741605.382072,chrome
582,TCP,1175,0.00013208389282226562,1740741605.382204,chrome
582,TCP,118,0.0,1740741605.382204,chrome
582,TCP,117,0.0,1740741605.382204,chrome
582,TCP,86,5.9604644775390625e-06,1740741605.38221,chrome
582,TCP,86,3.790855407714844e-05,1740741605.382248,chrome
582,TCP,86,2.7179718017578125e-05,1740741605.382275,chrome
582,TCP,125,3.3855438232421875e-05,1740741605.382309,chrome
582,TCP,86,3.0994415283203125e-06,1740741605.382312,chrome
582,TCP,1166,0.0005178451538085938,1740741605.38283,chrome
582,TCP,118,0.0,1740741605.38283,chrome
582,TCP,117,0.0,1740741605.38283,chrome
582,TCP,86,7.152557373046875e-06,1740741605.382837,chrome
582,TCP,86,3.504753112792969e-05,1740741605.382872,chrome
582,TCP,86,0.0005788803100585938,1740741605.383451,chrome
582,TCP,125,0.00033211708068847656,1740741605.383783,chrome
582,TCP,86,0.00321197509765625,1740741605.386995,chrome
25,TCP,164,0.04742002487182617,1740741605.434415,chrome
21,TCP,164,0.005124807357788086,1740741605.43954,chrome
25,TCP,60,0.04082012176513672,1740741605.48036,chrome
582,,60,0.33826494216918945,1740741605.818625,chrome
22,TCP,113,0.030545949935913086,1740741605.849171,chrome
15,TCP,60,0.05952095985412598,1740741605.908692,chrome
582,,60,0.12470102310180664,1740741606.033393,chrome
582,,86,0.00799107551574707,1740741606.041384,chrome
582,,78,6.29425048828125e-05,1740741606.041447,chrome
582,TCP,118,0.05230712890625,1740741606.093754,chrome
582,TCP,249,0.05768394470214844,1740741606.151438,chrome
582,TCP,74,0.049056053161621094,1740741606.200494,chrome
16,TCP,441,0.15638184547424316,1740741606.356876,chrome
23,TCP,60,0.04300117492675781,1740741606.399877,chrome
582,TCP,261,0.05566096305847168,1740741606.455538,chrome
582,TCP,86,0.003567934036254883,1740741606.459106,chrome
582,TCP,326,0.12695813179016113,1740741606.586064,chrome
582,TCP,1294,0.00011181831359863281,1740741606.586176,chrome
582,TCP,204,0.00011396408081054688,1740741606.58629,chrome
582,TCP,118,0.0,1740741606.58629,chrome
582,TCP,117,0.0,1740741606.58629,chrome
582,TCP,125,0.0,1740741606.58629,chrome
582,TCP,86,0.0006401538848876953,1740741606.58693,chrome
582,TCP,125,0.0003390312194824219,1740741606.587269,chrome
582,TCP,86,0.003409862518310547,1740741606.590679,chrome
582,,60,0.2253429889678955,1740741606.816022,chrome
16,TCP,154,0.18309307098388672,1740741606.999115,chrome
23,TCP,60,0.04445290565490723,1740741607.043568,chrome
582,TCP,262,0.327653169631958,1740741607.371221,chrome
582,TCP,86,0.003749847412109375,1740741607.374971,chrome
582,TCP,121,0.030135154724121094,1740741607.405106,chrome
582,TCP,86,0.0036818981170654297,1740741607.408788,chrome
582,TCP,263,0.06182694435119629,1740741607.470615,chrome
582,TCP,86,0.0031020641326904297,1740741607.473717,chrome
582,TCP,326,0.09952902793884277,1740741607.573246,chrome
582,TCP,405,0.0,1740741607.573246,chrome
582,TCP,86,0.00011801719665527344,1740741607.573364,chrome
582,TCP,118,0.00028395652770996094,1740741607.573648,chrome
582,TCP,117,0.0,1740741607.573648,chrome
582,TCP,125,0.00010895729064941406,1740741607.573757,chrome
582,TCP,86,0.0005130767822265625,1740741607.57427,chrome
582,TCP,125,0.00030803680419921875,1740741607.574578,chrome
582,TCP,86,0.0038118362426757812,1740741607.57839,chrome
582,TCP,265,0.036463022232055664,1740741607.614853,chrome
582,TCP,86,0.0034689903259277344,1740741607.618322,chrome
582,TCP,327,0.09985017776489258,1740741607.718172,chrome
582,TCP,424,0.0,1740741607.718172,chrome
582,TCP,86,0.0004019737243652344,1740741607.718574,chrome
582,TCP,118,0.00023698806762695312,1740741607.718811,chrome
582,TCP,117,9.5367431640625e-07,1740741607.718812,chrome
582,TCP,125,0.0,1740741607.718812,chrome
582,TCP,86,0.0044519901275634766,1740741607.723264,chrome
582,TCP,125,0.002474069595336914,1740741607.725738,chrome
582,TCP,86,0.0035600662231445312,1740741607.729298,chrome
582,,60,0.08444380760192871,1740741607.813742,chrome
16,TCP,355,0.14227819442749023,1740741607.95602,chrome
23,TCP,60,0.05529499053955078,1740741608.011315,chrome
582,,60,0.01724696159362793,1740741608.028562,chrome
582,TCP,1021,0.05799388885498047,1740741608.086556,chrome
582,TCP,86,0.003657102584838867,1740741608.090213,chrome
24,TCP,164,0.12040495872497559,1740741608.210618,chrome
20,TCP,164,0.005001068115234375,1740741608.215619,chrome
582,TCP,358,0.02014780044555664,1740741608.235767,chrome
582,TCP,128,0.0,1740741608.235767,chrome
582,TCP,86,0.00010418891906738281,1740741608.235871,chrome
582,TCP,470,0.014768838882446289,1740741608.25064,chrome
582,TCP,86,0.0033600330352783203,1740741608.254,chrome
24,TCP,60,0.002110004425048828,1740741608.25611,chrome
582,TCP,1294,0.04689311981201172,1740741608.303003,chrome
582,TCP,1294,0.0,1740741608.303003,chrome
582,TCP,1294,0.0,1740741608.303003,chrome
582,TCP,86,0.000102996826171875,1740741608.303106,chrome
582,TCP,1294,5.4836273193359375e-05,1740741608.303161,chrome
582,TCP,1294,0.0,1740741608.303161,chrome
582,TCP,86,2.5033950805664062e-05,1740741608.303186,chrome
582,TCP,1294,9.894371032714844e-05,1740741608.303285,chrome
582,TCP,1294,0.0,1740741608.303285,chrome
582,TCP,86,7.605552673339844e-05,1740741608.303361,chrome
582,TCP,6126,0.00010204315185546875,1740741608.303463,chrome
582,TCP,1294,3.600120544433594e-05,1740741608.303499,chrome
582,TCP,86,4.9114227294921875e-05,1740741608.303548,chrome
582,TCP,1073,0.0004329681396484375,1740741608.303981,chrome
582,TCP,295,0.0070760250091552734,1740741608.311057,chrome
582,TCP,1294,0.002048969268798828,1740741608.313106,chrome
582,TCP,1294,0.0,1740741608.313106,chrome
582,TCP,1294,0.0,1740741608.313106,chrome
582,TCP,86,6.29425048828125e-05,1740741608.313169,chrome
582,TCP,1294,4.696846008300781e-05,1740741608.313216,chrome
582,TCP,330,0.00020599365234375,1740741608.313422,chrome
582,TCP,86,5.9604644775390625e-06,1740741608.313428,chrome
582,TCP,456,0.0024530887603759766,1740741608.315881,chrome
582,TCP,1294,0.0,1740741608.315881,chrome
582,TCP,86,3.0994415283203125e-05,1740741608.315912,chrome
582,TCP,1294,5.0067901611328125e-05,1740741608.315962,chrome
582,TCP,1294,0.00011801719665527344,1740741608.31608,chrome
582,TCP,1294,0.0,1740741608.31608,chrome
582,TCP,86,5.9604644775390625e-06,1740741608.316086,chrome
582,TCP,1294,4.1961669921875e-05,1740741608.316128,chrome
582,TCP,86,3.0994415283203125e-06,1740741608.316131,chrome
582,TCP,4918,0.0001308917999267578,1740741608.316262,chrome
582,TCP,86,5.9604644775390625e-06,1740741608.316268,chrome
582,TCP,805,9.012222290039062e-05,1740741608.316358,chrome
582,TCP,125,0.00034999847412109375,1740741608.316708,chrome
582,TCP,86,3.2901763916015625e-05,1740741608.316741,chrome
582,TCP,125,0.00026702880859375,1740741608.317008,chrome
582,TCP,201,0.0028100013732910156,1740741608.319818,chrome
582,TCP,86,0.00302886962890625,1740741608.322847,chrome
582,TCP,212,0.0010001659393310547,1740741608.323847,chrome
582,TCP,1294,0.0,1740741608.323847,chrome
582,TCP,86,3.2901763916015625e-05,1740741608.32388,chrome
582,TCP,1294,0.00015592575073242188,1740741608.324036,chrome
582,TCP,1294,0.0,1740741608.324036,chrome
582,TCP,86,9.059906005859375e-06,1740741608.324045,chrome
582,TCP,1294,0.00011515617370605469,1740741608.32416,chrome
582,TCP,1294,0.00011181831359863281,1740741608.324272,chrome
582,TCP,86,1.3113021850585938e-05,1740741608.324285,chrome
582,TCP,461,9.799003601074219e-05,1740741608.324383,chrome
582,TCP,125,9.5367431640625e-07,1740741608.324384,chrome
582,TCP,86,0.0006589889526367188,1740741608.325043,chrome
582,TCP,125,0.00029397010803222656,1740741608.325337,chrome
582,TCP,86,0.00853109359741211,1740741608.333868,chrome
582,TCP,326,0.028213977813720703,1740741608.362082,chrome
582,TCP,242,9.5367431640625e-07,1740741608.362083,chrome
582,TCP,118,0.0,1740741608.362083,chrome
582,TCP,117,0.0,1740741608.362083,chrome
582,TCP,125,3.600120544433594e-05,1740741608.362119,chrome
582,TCP,86,6.914138793945312e-05,1740741608.362188,chrome
582,TCP,1294,0.00019478797912597656,1740741608.362383,chrome
582,TCP,499,0.0,1740741608.362383,chrome
582,TCP,86,1.9073486328125e-05,1740741608.362402,chrome
582,TCP,125,0.0010340213775634766,1740741608.363436,chrome
582,TCP,1022,0.00016808509826660156,1740741608.363604,chrome
582,TCP,1243,0.0044748783111572266,1740741608.368079,chrome
582,TCP,86,1.3113021850585938e-05,1740741608.368092,chrome
582,TCP,895,0.0006799697875976562,1740741608.368772,chrome
582,TCP,1294,0.0011489391326904297,1740741608.369921,chrome
582,TCP,1294,0.0,1740741608.369921,chrome
582,TCP,460,0.0,1740741608.369921,chrome
582,TCP,86,2.002716064453125e-05,1740741608.369941,chrome
582,TCP,86,3.790855407714844e-05,1740741608.369979,chrome
582,TCP,221,0.002835988998413086,1740741608.372815,chrome
294,UDP,95,0.0005440711975097656,1740741608.373359,chrome
141,UDP,95,0.0005960464477539062,1740741608.373955,chrome
291,UDP,95,0.0001709461212158203,1740741608.374126,chrome
582,TCP,311,0.00047016143798828125,1740741608.374596,chrome
558,UDP,120,0.003136873245239258,1740741608.377733,chrome
561,UDP,152,0.0004699230194091797,1740741608.378203,chrome
408,UDP,111,8.797645568847656e-05,1740741608.378291,chrome
42,TCP,74,0.0001671314239501953,1740741608.378458,chrome
582,TCP,1089,0.003701925277709961,1740741608.38216,chrome
8,TCP,74,0.0003139972686767578,1740741608.382474,chrome
42,TCP,66,1.5020370483398438e-05,1740741608.382489,chrome
582,TCP,1294,0.00013399124145507812,1740741608.382623,chrome
582,TCP,469,0.0,1740741608.382623,chrome
582,TCP,86,9.059906005859375e-06,1740741608.382632,chrome
42,TCP,1864,0.00028705596923828125,1740741608.382919,chrome
582,TCP,458,0.0012478828430175781,1740741608.384167,chrome
582,TCP,86,5.602836608886719e-05,1740741608.384223,chrome
8,TCP,78,0.002789020538330078,1740741608.387012,chrome
8,TCP,66,0.0,1740741608.387012,chrome
582,TCP,1294,0.0005679130554199219,1740741608.38758,chrome
582,TCP,1294,0.0,1740741608.38758,chrome
582,TCP,86,2.2172927856445312e-05,1740741608.387602,chrome
582,TCP,921,5.698204040527344e-05,1740741608.387659,chrome
582,TCP,776,0.00010204315185546875,1740741608.387761,chrome
582,TCP,86,2.193450927734375e-05,1740741608.387783,chrome
582,TCP,1294,0.0029430389404296875,1740741608.390726,chrome
582,TCP,1294,9.5367431640625e-07,1740741608.390727,chrome
582,TCP,86,1.9073486328125e-05,1740741608.390746,chrome
582,TCP,282,5.4836273193359375e-05,1740741608.390801,chrome
582,TCP,1294,0.002997159957885742,1740741608.393798,chrome
582,TCP,86,1.3828277587890625e-05,1740741608.393812,chrome
582,TCP,1123,8.20159912109375e-05,1740741608.393894,chrome
582,TCP,151,0.00011110305786132812,1740741608.394005,chrome
582,TCP,86,2.5987625122070312e-05,1740741608.394031,chrome
582,TCP,1294,0.0006709098815917969,1740741608.394702,chrome
582,TCP,766,0.0,1740741608.394702,chrome
582,TCP,86,1.0967254638671875e-05,1740741608.394713,chrome
16,TCP,100,0.009389162063598633,1740741608.404102,chrome
582,TCP,1294,0.0017888545989990234,1740741608.405891,chrome
582,TCP,1294,0.0,1740741608.405891,chrome
582,TCP,86,2.002716064453125e-05,1740741608.405911,chrome
582,TCP,1294,6.604194641113281e-05,1740741608.405977,chrome
582,TCP,1294,0.0001780986785888672,1740741608.406155,chrome
582,TCP,86,8.821487426757812e-06,1740741608.406164,chrome
582,TCP,1294,4.1961669921875e-05,1740741608.406206,chrome
582,TCP,1294,8.702278137207031e-05,1740741608.406293,chrome
582,TCP,86,8.106231689453125e-06,1740741608.406301,chrome
582,TCP,3263,4.291534423828125e-05,1740741608.406344,chrome
582,TCP,86,5.9604644775390625e-06,1740741608.40635,chrome
238,UDP,84,0.012932062149047852,1740741608.419282,chrome
290,UDP,84,0.00017309188842773438,1740741608.419455,chrome
192,UDP,84,0.00010800361633300781,1740741608.419563,chrome
505,UDP,112,0.0045928955078125,1740741608.424156,chrome
557,UDP,100,0.0001430511474609375,1740741608.424299,chrome
582,TCP,356,0.0025849342346191406,1740741608.426884,chrome
582,TCP,94,0.0034821033477783203,1740741608.430366,chrome
582,TCP,94,0.003170013427734375,1740741608.433536,chrome
582,TCP,86,1.8835067749023438e-05,1740741608.433555,chrome
582,TCP,1434,0.0008981227874755859,1740741608.434453,chrome
582,TCP,557,1.9073486328125e-06,1740741608.434455,chrome
582,TCP,86,0.001188039779663086,1740741608.435643,chrome
582,TCP,98,0.0018701553344726562,1740741608.437513,chrome
582,TCP,86,0.0,1740741608.437513,chrome
582,TCP,337,0.0011489391326904297,1740741608.438662,chrome
582,TCP,117,0.00044798851013183594,1740741608.43911,chrome
582,TCP,125,0.000186920166015625,1740741608.439297,chrome
8,TCP,5447,0.0001590251922607422,1740741608.439456,chrome
42,TCP,66,1.1920928955078125e-05,1740741608.439468,chrome
582,TCP,86,0.00045418739318847656,1740741608.439922,chrome
582,TCP,125,0.0014889240264892578,1740741608.441411,chrome
42,TCP,140,0.0025560855865478516,1740741608.443967,chrome
42,TCP,158,0.00021982192993164062,1740741608.444187,chrome
33,UDP,207,0.00015211105346679688,1740741608.444339,chrome
42,TCP,729,1.0967254638671875e-05,1740741608.44435,chrome
8,TCP,66,0.0033431053161621094,1740741608.447693,chrome
8,TCP,66,0.0002028942108154297,1740741608.447896,chrome
8,TCP,66,0.0,1740741608.447896,chrome
8,TCP,1044,0.0004680156707763672,1740741608.448364,chrome
42,TCP,97,6.699562072753906e-05,1740741608.448431,chrome
582,TCP,86,0.0012350082397460938,1740741608.449666,chrome
8,TCP,97,0.001035928726196289,1740741608.450702,chrome
23,TCP,60,0.004717111587524414,1740741608.455419,chrome
8,TCP,66,0.0010390281677246094,1740741608.456458,chrome
459,UDP,134,0.029776811599731445,1740741608.486235,chrome
582,TCP,1294,0.002974987030029297,1740741608.48921,chrome
582,TCP,1294,0.0,1740741608.48921,chrome
582,TCP,86,4.9114227294921875e-05,1740741608.489259,chrome
582,TCP,1294,5.3882598876953125e-05,1740741608.489313,chrome
582,TCP,1294,6.008148193359375e-05,1740741608.489373,chrome
582,TCP,86,5.9604644775390625e-06,1740741608.489379,chrome
582,TCP,6126,0.0002071857452392578,1740741608.489586,chrome
582,TCP,1879,0.0,1740741608.489586,chrome
582,TCP,1294,0.0,1740741608.489586,chrome
582,TCP,86,1.8835067749023438e-05,1740741608.489605,chrome
582,TCP,86,3.600120544433594e-05,1740741608.489641,chrome
582,TCP,1294,4.506111145019531e-05,1740741608.489686,chrome
582,TCP,7334,0.0,1740741608.489686,chrome
582,TCP,86,5.0067901611328125e-06,1740741608.489691,chrome
582,TCP,86,3.600120544433594e-05,1740741608.489727,chrome
582,TCP,1676,0.0006060600280761719,1740741608.490333,chrome
582,TCP,86,1.5974044799804688e-05,1740741608.490349,chrome
42,TCP,66,0.0009088516235351562,1740741608.491258,chrome
582,TCP,160,0.0005421638488769531,1740741608.4918,chrome
582,TCP,178,0.00014495849609375,1740741608.491945,chrome
582,TCP,1015,0.000125885009765625,1740741608.492071,chrome
582,TCP,86,0.0027511119842529297,1740741608.494822,chrome
582,TCP,86,0.0,1740741608.494822,chrome
582,TCP,86,0.0,1740741608.494822,chrome
582,TCP,1042,0.00040602684020996094,1740741608.495228,chrome
582,TCP,117,0.00012493133544921875,1740741608.495353,chrome
582,TCP,117,0.0003590583801269531,1740741608.495712,chrome
582,TCP,630,0.0011119842529296875,1740741608.496824,chrome
582,TCP,86,0.003762960433959961,1740741608.500587,chrome
582,TCP,86,0.0018160343170166016,1740741608.502403,chrome
582,TCP,471,0.0002560615539550781,1740741608.502659,chrome
582,TCP,1254,0.0,1740741608.502659,chrome
582,TCP,86,2.09808349609375e-05,1740741608.50268,chrome
582,TCP,125,0.00017499923706054688,1740741608.502855,chrome
582,TCP,125,0.0010998249053955078,1740741608.503955,chrome
582,TCP,403,0.0031900405883789062,1740741608.507145,chrome
582,TCP,117,0.0003609657287597656,1740741608.507506,chrome
8,TCP,445,0.00042700767517089844,1740741608.507933,chrome
42,TCP,66,1.2159347534179688e-05,1740741608.507945,chrome
582,TCP,86,0.000392913818359375,1740741608.508338,chrome
8,TCP,97,0.0006301403045654297,1740741608.508968,chrome
42,TCP,66,5.9604644775390625e-06,1740741608.508974,chrome
8,TCP,105,-5.9604644775390625e-06,1740741608.508968,chrome
42,TCP,66,5.078315734863281e-05,1740741608.509019,chrome
582,TCP,1294,0.0012850761413574219,1740741608.510304,chrome
582,TCP,1294,0.0,1740741608.510304,chrome
582,TCP,86,1.5020370483398438e-05,1740741608.510319,chrome
582,TCP,1294,0.00012493133544921875,1740741608.510444,chrome
582,TCP,1294,0.00011205673217773438,1740741608.510556,chrome
582,TCP,1294,0.0,1740741608.510556,chrome
582,TCP,86,5.9604644775390625e-06,1740741608.510562,chrome
42,TCP,105,3.0040740966796875e-05,1740741608.510592,chrome
582,TCP,1294,0.00011301040649414062,1740741608.510705,chrome
582,TCP,86,5.0067901611328125e-06,1740741608.51071,chrome
582,TCP,6126,0.00010609626770019531,1740741608.510816,chrome
582,TCP,86,1.5974044799804688e-05,1740741608.510832,chrome
582,TCP,6126,0.00037384033203125,1740741608.511206,chrome
582,TCP,86,1.5974044799804688e-05,1740741608.511222,chrome
582,TCP,3710,0.0001380443572998047,1740741608.51136,chrome
582,TCP,86,5.9604644775390625e-06,1740741608.511366,chrome
582,TCP,2128,0.0006160736083984375,1740741608.511982,chrome
582,TCP,86,1.6927719116210938e-05,1740741608.511999,chrome
582,TCP,125,0.0009770393371582031,1740741608.512976,chrome
8,TCP,66,0.0005850791931152344,1740741608.513561,chrome
582,TCP,86,0.007879018783569336,1740741608.52144,chrome
582,TCP,1434,0.0009410381317138672,1740741608.522381,chrome
582,TCP,1394,3.814697265625e-06,1740741608.522385,chrome
582,TCP,86,0.0030591487884521484,1740741608.525444,chrome
582,TCP,86,0.0,1740741608.525444,chrome
582,TCP,195,0.0013549327850341797,1740741608.526799,chrome
582,TCP,1294,0.0,1740741608.526799,chrome
582,TCP,1294,0.0,1740741608.526799,chrome
582,TCP,86,1.3113021850585938e-05,1740741608.526812,chrome
582,TCP,1294,0.00012302398681640625,1740741608.526935,chrome
582,TCP,1294,0.0,1740741608.526935,chrome
